,gene_ids,feature_types,mito,n_cells,highly_variable,means,dispersions,dispersions_norm
PCBP1,ENSG00000169564,Gene Expression,False,797,False,1.0183041821527576,0.0753855516817068,-1.0941532
CYBRD1,ENSG00000071967,Gene Expression,False,814,True,1.1310684191660092,0.3212298746844696,0.14479072
TNS1,ENSG00000079308,Gene Expression,False,906,True,1.6766440467979775,0.7183352229541836,0.0303154
COL6A3,ENSG00000163359,Gene Expression,False,788,True,1.1488451400171975,0.542738520570872,1.2610939
DES,ENSG00000175084,Gene Expression,False,838,True,1.6154041090942004,1.32618063345989,1.0951458
HDLBP,ENSG00000115677,Gene Expression,False,723,False,0.9024525144594305,0.1583713769077293,-0.5450755
LIMS2,ENSG00000072163,Gene Expression,False,810,True,1.099471725478529,0.30346642388173256,0.05527099
RPL14,ENSG00000188846,Gene Expression,False,957,False,2.0704194937691396,0.1159363259655426,-0.9596738
GNAI2,ENSG00000114353,Gene Expression,False,828,False,1.1497716319895999,0.20612577153646766,-0.43528175
CRTAP,ENSG00000170275,Gene Expression,False,916,False,1.5392384768348333,0.2627024075818462,-0.4902674
CTNNB1,ENSG00000168036,Gene Expression,False,831,False,1.1698211596932828,0.23409250288179748,-0.2943421
RPSA,ENSG00000168028,Gene Expression,False,960,False,2.4072951059124126,0.31241157896688904,-0.7379614
TGFBR2,ENSG00000163513,Gene Expression,False,716,True,0.9436377306266983,0.34650335867031135,1.0627996
FSTL1,ENSG00000163430,Gene Expression,False,726,True,0.9386754913592277,0.28260061885425125,0.5166531
NDUFB4,ENSG00000065518,Gene Expression,False,703,True,0.8961752390684266,0.2515333720551843,0.25113603
RPL35A,ENSG00000182899,Gene Expression,False,961,True,2.6449812486514994,0.8190239010342273,0.11202437
APOD,ENSG00000189058,Gene Expression,False,783,True,1.43068290254413,1.561362620332574,2.7890074
AP2M1,ENSG00000161203,Gene Expression,False,791,False,1.0418243081375755,0.12253595167832355,-0.8565365
RPL24,ENSG00000114391,Gene Expression,False,957,False,2.2588506567705973,0.4408854140587608,-0.53875
BRK1,ENSG00000254999,Gene Expression,False,795,False,1.053553671706376,0.11569425513016554,-0.8910155
RPL15,ENSG00000174748,Gene Expression,False,961,False,2.6533390469723206,0.2722273652651938,-1.1145997
CNBP,ENSG00000169714,Gene Expression,False,713,False,0.8800048059374185,0.12676232477496197,-0.81522304
MYLK,ENSG00000065534,Gene Expression,False,926,False,1.6973909664932623,0.5089059462682857,-0.33656517
CCDC80,ENSG00000091986,Gene Expression,False,875,True,1.4556291661358385,0.7449592366339463,0.72748965
EIF4A2,ENSG00000156976,Gene Expression,False,754,False,0.9591059320733334,0.11217765260389155,-0.9398714
RPL29,ENSG00000162244,Gene Expression,False,961,False,2.855089665528628,0.47791067955423755,-0.6810813
LAMB2,ENSG00000172037,Gene Expression,False,914,False,1.5959044586132283,0.3855040891035295,-0.5527419
RPL32,ENSG00000144713,Gene Expression,False,961,False,3.1781160244651443,0.5960715380452959,-0.741053
GPX1,ENSG00000233276,Gene Expression,False,936,True,1.803809408761656,0.8452688398224383,0.081240945
RHOA,ENSG00000067560,Gene Expression,False,920,False,1.4959040283156082,0.18755121046807857,-0.6800333
TMA7,ENSG00000232112,Gene Expression,False,805,False,1.0773967184421398,0.15949531525998892,-0.6702781
ARPC4,ENSG00000241553,Gene Expression,False,795,False,1.08081056307169,0.15933563166596296,-0.6710828
ITGB5,ENSG00000082781,Gene Expression,False,757,False,0.95777941371091,0.18067079719872572,-0.35449284
MBNL1,ENSG00000152601,Gene Expression,False,765,True,1.024159775356392,0.25609418655532473,-0.1834636
MAP4,ENSG00000047849,Gene Expression,False,729,True,0.919050962937936,0.192958856584827,-0.24947262
LPP,ENSG00000145012,Gene Expression,False,902,True,1.4745135042207436,0.4998310631741994,0.108511254
H1-10,ENSG00000184897,Gene Expression,False,826,False,1.1551888608760752,0.20038640785522588,-0.46420553
ATP5ME,ENSG00000169020,Gene Expression,False,899,False,1.4462946789951303,0.1940633519179239,-0.66358936
WDR1,ENSG00000071127,Gene Expression,False,871,True,1.3273118475523484,0.34097198859321465,-0.13637328
SOD3,ENSG00000109610,Gene Expression,False,848,False,1.2374054001265313,0.23202345998829932,-0.5739072
C4orf3,ENSG00000164096,Gene Expression,False,801,False,1.0985463610287722,0.19348187209549944,-0.49900126
SYNPO2,ENSG00000172403,Gene Expression,False,914,True,1.61469109288136,1.0083245397277198,0.5383219
RPS3A,ENSG00000145425,Gene Expression,False,961,False,2.8271258663004537,0.35113368690315194,-0.8897205
SFRP2,ENSG00000145423,Gene Expression,False,837,True,1.6708298526115293,1.8395681068286474,1.9945037
PALLD,ENSG00000129116,Gene Expression,False,745,True,0.9850874024035031,0.3821355369854782,1.3673309
SORBS2,ENSG00000154556,Gene Expression,False,715,True,0.9881974615496975,0.44673274121001844,1.9194127
CPE,ENSG00000109472,Gene Expression,False,907,True,1.591315194303725,0.6676910302910511,-0.058403663
IGFBP7,ENSG00000163453,Gene Expression,False,961,True,3.36907275872292,1.2019551926682257,0.25861603
ANXA5,ENSG00000164111,Gene Expression,False,890,False,1.3597627747442707,0.27877818710999847,-0.38614166
CCNI,ENSG00000118816,Gene Expression,False,906,False,1.4837082658669138,0.3044562443481198,-0.3848339
RPL9,ENSG00000163682,Gene Expression,False,961,False,2.7165532395434573,0.4261417160160844,-0.76932496
MRFAP1,ENSG00000179010,Gene Expression,False,759,False,0.9561903209967493,0.10654198352854355,-0.98803675
RPL34,ENSG00000109475,Gene Expression,False,961,True,2.7292752990871234,0.782787042735936,0.030734528
HNRNPDL,ENSG00000152795,Gene Expression,False,723,False,0.8778042467940546,0.17881223205242888,-0.37037712
SPARCL1,ENSG00000152583,Gene Expression,False,949,False,2.1479884673355936,0.833439860754571,-0.34244078
ADD1,ENSG00000087274,Gene Expression,False,782,False,1.0263443527032452,0.16004069738703175,-0.6675296
C7,ENSG00000112936,Gene Expression,False,892,True,1.9284926233021593,1.599851582602073,0.77200985
VCAN,ENSG00000038427,Gene Expression,False,713,True,1.0783326090983612,0.8605569898411212,2.8627546
RPL37,ENSG00000145592,Gene Expression,False,961,True,2.817102548068921,0.770149096625083,-0.20013916
COX7C,ENSG00000127184,Gene Expression,False,892,False,1.3718923319958114,0.22202504716122512,-0.5929827
SELENOP,ENSG00000250722,Gene Expression,False,954,False,2.1424962680067385,0.8910589629062209,-0.3004223
UQCRQ,ENSG00000164405,Gene Expression,False,825,False,1.1433637517186863,0.1606586538521752,-0.66441536
EDIL3,ENSG00000164176,Gene Expression,False,794,True,1.1011589680150597,0.3425971900236667,0.25247228
MAP1B,ENSG00000131711,Gene Expression,False,724,True,0.9557696659346976,0.332438894254216,0.94259727
ATP6V0E1,ENSG00000113732,Gene Expression,False,720,False,0.8961755136569327,0.12993186445078764,-0.7881345
GPX3,ENSG00000211445,Gene Expression,False,815,True,1.1614757744318427,0.36388681730376576,0.35976237
ANXA6,ENSG00000197043,Gene Expression,False,851,False,1.2674195767882503,0.23606045246046006,-0.55769473
DUSP1,ENSG00000120129,Gene Expression,False,889,True,1.468318240937721,0.7744865145555401,0.80204964
RACK1,ENSG00000204628,Gene Expression,False,961,False,2.494016288981445,0.20299443383679824,-1.0305545
CYFIP2,ENSG00000055163,Gene Expression,False,737,True,1.0125363758430386,0.4324552088965055,0.70531595
CARMN,ENSG00000249669,Gene Expression,False,722,True,1.0166156026601796,0.6125959573428835,1.6131436
SQSTM1,ENSG00000161011,Gene Expression,False,886,False,1.4076165352486845,0.3033507912402167,-0.3876253
PDLIM7,ENSG00000196923,Gene Expression,False,860,True,1.2928197930090888,0.42582435244273453,0.20439118
CSF1R,ENSG00000182578,Gene Expression,False,706,True,0.9741563277413536,0.44570824975013035,1.9106568
PDGFRB,ENSG00000113721,Gene Expression,False,892,True,1.410004379878521,0.4360798868743554,-0.05246821
SLIT3,ENSG00000184347,Gene Expression,False,801,True,1.122106736074029,0.3412084560094926,0.24547371
NDUFS6,ENSG00000145494,Gene Expression,False,722,False,0.9100025184964294,0.18782393755205887,-0.29335836
SKP1,ENSG00000113558,Gene Expression,False,830,False,1.1481849116680534,0.1372268912612967,-0.78250086
HINT1,ENSG00000169567,Gene Expression,False,806,False,1.0795398968222731,0.1666947712698999,-0.63399607
CD14,ENSG00000170458,Gene Expression,False,867,True,1.487897114532113,0.7870673815556916,0.83381784
NDUFA2,ENSG00000131495,Gene Expression,False,761,False,0.9575788111745257,0.10150303150101174,-1.0311023
BTF3,ENSG00000145741,Gene Expression,False,854,False,1.2489031303937346,0.1811543547231038,-0.7781959
SPARC,ENSG00000113140,Gene Expression,False,960,True,2.9873713720935022,2.192988949149517,2.4588635
NPM1,ENSG00000181163,Gene Expression,False,779,False,0.9960513526125749,0.11258975759864,-0.9363493
HNRNPH1,ENSG00000169045,Gene Expression,False,711,False,0.8759434841832453,0.1441519399746848,-0.66660225
CANX,ENSG00000127022,Gene Expression,False,872,False,1.247358101530754,0.2149451395924016,-0.6424932
CD74,ENSG00000019582,Gene Expression,False,961,True,3.2910423148958814,2.0905972697355324,0.40920871
RPS14,ENSG00000164587,Gene Expression,False,961,False,3.319070348399312,0.6754138349451451,-0.6433732
EGR1,ENSG00000120738,Gene Expression,False,702,True,1.082444600405955,0.8163353091724718,2.6398976
RPS23,ENSG00000186468,Gene Expression,False,961,False,2.5684573302506983,0.44795707300132087,-0.610131
HLA-A,ENSG00000206503,Gene Expression,False,961,True,2.6909024110141293,0.8723838022344416,0.2317262
HLA-DRB5,ENSG00000198502,Gene Expression,False,858,True,1.4063988879279579,0.6010764992521136,0.3641683
HLA-DQB1,ENSG00000179344,Gene Expression,False,923,True,1.7482712756988534,0.8919938520071939,0.14109875
HLA-DRB1,ENSG00000196126,Gene Expression,False,960,True,2.7424303585072245,1.3652538627524529,1.3373775
RPS10,ENSG00000124614,Gene Expression,False,961,False,2.7005193421526688,0.5360252453789167,-0.52282417
HSP90AB1,ENSG00000096384,Gene Expression,False,861,False,1.278959927771651,0.27282947490409987,-0.4100315
SNX3,ENSG00000112335,Gene Expression,False,757,True,0.9695458254818158,0.1961667305483029,-0.22205645
PLN,ENSG00000198523,Gene Expression,False,848,True,1.4137041068454315,0.6641681070627385,0.52348226
MARCKS,ENSG00000277443,Gene Expression,False,807,True,1.151493477706486,0.4289798996713705,0.68780196
HLA-DQA1,ENSG00000196735,Gene Expression,False,729,True,1.0368958277957139,0.5750602669621894,1.4239807
RPS12,ENSG00000112306,Gene Expression,False,961,False,3.0157141159898537,0.5851922863691136,-0.64138615
PNRC1,ENSG00000146278,Gene Expression,False,807,True,1.1081138883615522,0.3175296491247652,0.12614326
SERINC1,ENSG00000111897,Gene Expression,False,781,False,1.0360002048200627,0.22284244958651483,-0.35103726
CDKN1A,ENSG00000124762,Gene Expression,False,706,True,1.1389156024980824,1.3045421136706146,5.1002383
SMOC2,ENSG00000112562,Gene Expression,False,734,True,0.9938348412256366,0.4373939050470067,1.8395981
SOD2,ENSG00000112096,Gene Expression,False,870,True,1.64257112985002,2.6206747249370914,3.362855
AIF1,ENSG00000204472,Gene Expression,False,729,True,0.9617311155556146,0.42260620432960966,1.7132146
CLIC1,ENSG00000213719,Gene Expression,False,807,False,1.1358885204781244,0.20063067688091243,-0.46297452
HLA-DMA,ENSG00000204257,Gene Expression,False,828,True,1.2538241215011727,0.49560095456638303,0.48461184
EEF1A1,ENSG00000156508,Gene Expression,False,961,False,3.7282244812028216,0.6339710940216119,-0.6603219
HLA-E,ENSG00000204592,Gene Expression,False,957,True,2.430764130815761,0.788058656232111,-0.026422802
HLA-C,ENSG00000204525,Gene Expression,False,961,True,2.535058834318809,0.7943319069499825,-0.015656171
HLA-B,ENSG00000234745,Gene Expression,False,961,True,2.908626249355177,1.4998936369980176,1.0008148
HLA-DRA,ENSG00000204287,Gene Expression,False,961,True,3.0309123242656097,1.6377137679854898,1.3881488
TUBB,ENSG00000196230,Gene Expression,False,893,False,1.410953586888162,0.3181597083464768,-0.350231
RPL10A,ENSG00000198755,Gene Expression,False,960,False,2.4345556446966397,0.43250080941286895,-0.63665825
CCN2,ENSG00000118523,Gene Expression,False,860,True,1.6408269461118747,1.6139798709764184,1.5993158
COX7A2,ENSG00000112695,Gene Expression,False,771,False,1.011329492560001,0.08199191439794594,-1.06086
HLA-DPA1,ENSG00000231389,Gene Expression,False,952,True,2.154559475608411,0.9485331158037392,-0.25850955
HLA-DPB1,ENSG00000223865,Gene Expression,False,942,True,2.0030735971624805,0.848706205534556,-0.10455382
RPS18,ENSG00000231500,Gene Expression,False,961,True,3.3225162789698865,0.9269888712434474,-0.21241374
TAPBP,ENSG00000231925,Gene Expression,False,803,True,1.1364340929576524,0.30955985257341895,0.085979104
CUTA,ENSG00000112514,Gene Expression,False,822,False,1.1278531465565405,0.2348081789768801,-0.29073542
SNHG5,ENSG00000203875,Gene Expression,False,819,True,1.1500341909287977,0.27491898780007884,-0.08859514
DST,ENSG00000151914,Gene Expression,False,701,True,0.872673980212332,0.21455662907330628,-0.06488668
NDUFA4,ENSG00000189043,Gene Expression,False,888,True,1.4797473445606053,0.5700595529265341,0.2858467
COL1A2,ENSG00000164692,Gene Expression,False,961,True,3.1398970975901777,2.75159360161063,0.91794455
CHCHD2,ENSG00000106153,Gene Expression,False,863,False,1.2866943877415742,0.2344514249680091,-0.5641566
FIS1,ENSG00000214253,Gene Expression,False,831,False,1.1264163393153461,0.15115289104262156,-0.7123201
BRI3,ENSG00000164713,Gene Expression,False,798,True,1.1306578014988506,0.24358958565643646,-0.2464811
LAMTOR4,ENSG00000188186,Gene Expression,False,811,False,1.1039160827290024,0.17907981767976375,-0.57158107
CALD1,ENSG00000122786,Gene Expression,False,959,True,2.3805321187839072,0.7895815062639262,0.0019378322
GPNMB,ENSG00000136235,Gene Expression,False,926,True,1.7756368039663433,1.3208502156962718,0.69049186
NDUFB2,ENSG00000090266,Gene Expression,False,751,False,0.9919956914306246,0.18984537923911712,-0.27608204
HSPB1,ENSG00000106211,Gene Expression,False,954,False,2.054612298386438,0.5241678812209236,-0.4832801
ACTB,ENSG00000075624,Gene Expression,False,961,False,3.791360995779059,1.4139947152028096,-0.27389827
RARRES2,ENSG00000106538,Gene Expression,False,899,True,1.4504097350673921,0.4159562245507008,-0.103282906
AEBP1,ENSG00000106624,Gene Expression,False,961,True,3.339746718183694,2.006065592985642,1.6360935
CAV1,ENSG00000105974,Gene Expression,False,890,True,1.4469058748999035,0.4849229868821054,0.07086655
PPIA,ENSG00000196262,Gene Expression,False,928,False,1.6927047719673112,0.30995162510969276,-0.68509555
PCOLCE,ENSG00000106333,Gene Expression,False,896,True,1.564504445246829,0.7716936912853372,0.12378936
GNB2,ENSG00000172354,Gene Expression,False,748,False,0.9286905950606023,0.05412099435914206,-1.4360541
RAC1,ENSG00000136238,Gene Expression,False,762,False,1.0213128948024233,0.22462024269243885,-0.342078
HNRNPA2B1,ENSG00000122566,Gene Expression,False,788,False,1.0364722514251976,0.09133671564407518,-1.0137665
TOMM7,ENSG00000196683,Gene Expression,False,944,False,1.765060673120661,0.24085326518281497,-0.69305503
AQP1,ENSG00000240583,Gene Expression,False,904,True,1.481225133245408,0.6281842209583621,0.43261856
ZYX,ENSG00000159840,Gene Expression,False,931,False,1.6364350410721495,0.33762201250575197,-0.63662225
SEPTIN7,ENSG00000122545,Gene Expression,False,763,True,0.9714360907656256,0.23532239461830154,0.112588495
TMSB4X,ENSG00000205542,Gene Expression,False,961,True,2.751808714270505,0.9994242615677543,0.516715
SLC25A6,ENSG00000169100,Gene Expression,False,885,False,1.325692490770578,0.10145190419752786,-1.0982785
EIF2S3,ENSG00000130741,Gene Expression,False,700,True,0.8805569290225451,0.22430319909980742,0.018412642
RBM3,ENSG00000102317,Gene Expression,False,763,False,0.9588141484115498,0.12063310376052068,-0.86760664
MAGED2,ENSG00000102316,Gene Expression,False,807,True,1.1422412215706972,0.3003112418216893,0.039370302
SH3BGRL,ENSG00000131171,Gene Expression,False,886,True,1.3417292237141067,0.3366707821997004,-0.1536468
RPS4X,ENSG00000198034,Gene Expression,False,958,False,2.236304116441995,0.3271155378021854,-0.7116755
TIMP1,ENSG00000102265,Gene Expression,False,948,True,1.9398679857421184,1.4220823229025235,0.56455857
SSR4,ENSG00000180879,Gene Expression,False,912,False,1.5175687174258894,0.3134271290311694,-0.36218134
RPL36A,ENSG00000241343,Gene Expression,False,957,False,2.028634871139167,0.3297582325730784,-0.7101502
FLNA,ENSG00000196924,Gene Expression,False,961,True,3.590086727125376,2.05691026109152,0.47393587
RPL10,ENSG00000147403,Gene Expression,False,961,False,3.9794197518282854,0.9279576713360993,-0.70710677
MSN,ENSG00000147065,Gene Expression,False,788,True,1.0902704188432686,0.2777156106372265,-0.07450143
FHL1,ENSG00000022267,Gene Expression,False,950,True,2.0083702246299993,0.887786964217738,-0.058947768
RPL39,ENSG00000198918,Gene Expression,False,961,True,2.618305675594774,0.8348910784624733,0.14761908
BGN,ENSG00000182492,Gene Expression,False,960,True,2.732249793058744,1.209330129820776,0.9875951
PGK1,ENSG00000102144,Gene Expression,False,716,True,0.9187559137961058,0.2776355015600893,0.4742186
CD99,ENSG00000002586,Gene Expression,False,923,False,1.5388115264761215,0.13869371966915148,-0.8034044
CLU,ENSG00000120885,Gene Expression,False,961,True,2.9170721383477627,2.0426176770316053,1.8939856
YWHAZ,ENSG00000164924,Gene Expression,False,787,True,1.0976982762828111,0.2718379812995985,-0.10412201
RPL30,ENSG00000156482,Gene Expression,False,961,False,2.9636531696069346,0.6971791922759263,-0.4254463
UQCRB,ENSG00000156467,Gene Expression,False,864,False,1.3103167511416742,0.22034299376073982,-0.6208156
RBPMS,ENSG00000157110,Gene Expression,False,823,True,1.1935893611906179,0.3251524016963946,-0.19990425
EIF3H,ENSG00000147677,Gene Expression,False,719,True,0.9189532592611582,0.2496172980881409,0.23476027
SDC2,ENSG00000169439,Gene Expression,False,764,True,0.9823502629312001,0.20345617023406373,-0.15975705
LY6E,ENSG00000160932,Gene Expression,False,773,True,1.1169624764316337,0.5210036976109861,1.1515602
